Symbol,Company Name,Security Type,Sector,Industry,Sub-Industry
GCTK,GlucoTrack Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
EKSO,Ekso Bionics Holdings Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
LGMK,LogicMark Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ASAPF,Aurora Spine Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
TNDM,Tandem Diabetes Care Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
SINT,SINTX Technologies Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
SMLR,Semler Scientific Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
INGN,Inogen Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
BIIO,Bionovate Technologies Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
EVARF,Lombard Medical Tech Plc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
HSDT,Helius Medical Technologies Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
IRMD,iRadimed Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
LNTH,Lantheus Holdings Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
LFWD,Lifeward Ltd,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
BSGM,BioSig Technologies Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
AVNS,Avanos Medical Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
NVRO,Nevro Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
VRAYQ,ViewRay Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
VANI,Vivani Medical Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
CHEK,Check-Cap Ltd,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
AVGR,Avinger Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
SENS,Senseonics Holdings Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
NAOV,NanoVibronix Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
GKOS,Glaukos Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
PEN,Penumbra Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
NVCR,NovoCure Limited,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
LIVN,LivaNova PLC,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
STE,Steris Plc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
XAIR,Beyond Air Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
PLSE,Pulse Biosciences Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
PROF,Profound Medical Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
TCMD,Tactile Systems Technology Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
SRTS,Sensus Healthcare Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ZOM,Zomedica Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
CRRVF,CVR Medical Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
PAVM,PAVmed Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
IRTC,iRhythm Technologies Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
VREX,Varex Imaging Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
NDRA,ENDRA Life Sciences Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
CODX,Co-Diagnostic Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
MYO,Myomo  Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
FORZ,Forza Innovations Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
NXNN,Nexeon MedSystems Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
BRSF,Brain Scientific Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
KIDS,OrthoPediatrics Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
KVMD,Kelvin Medical Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
VERO,Venus Concept Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
MOTS,Motus GI Holdings Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
INSP,Inspire Medical Systems Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
OMWS,Omnia Wellness Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
NVNO,enVVeno Medical Corporation,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ECOR,electroCore Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
STIM,Neuronetics Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
TBRIF,Therma Bright Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ESTA,Establishment Labs Holdings Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
VTAK,Catheter Precision Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
SIBN,SI-BONE Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
AXNX,Axonics Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ALC,Alcon Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
TMDX,TransMedics Group Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
INMD,InMode Ltd,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ICCM,IceCure Medical Ltd,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
SDCCQ,SmileDirectClub Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
NVST,Envista Holdings Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
TELA,TELA Bio Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
NSCIF,Nanalysis Scientific Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
LUNG,Pulmonx Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
NARI,Inari Medical Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
BFLY,Butterfly Network Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
OBIO,Orchestra BioMed Holdings Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
RBOT,Vicarious Surgical Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
OM,Outset Medical Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
LNSR,LENSAR Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
OWLT,Owlet Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
INBS,Intelligent Bio Solutions Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
BVS,Bioventus Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
HYPR,Hyperfine Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ADGM,Adagio Medical Holdings Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
DRTS,Alpha Tau Medical Ltd,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
LMDXF,LumiraDx Ltd,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
NYXH,Nyxoah S A,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ICU,SeaStar Medical Holding Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
MDAI,Spectral AI Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
IINN,Inspira Technologies Oxy B.H.N. Ltd,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
NPCE,NeuroPace Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
COCH,Envoy Medical Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
TMCI,Treace Medical Concepts Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
FEMY,Femasys Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
CVRX,CVRx Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
SGHT,Sight Sciences Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
RXST,RxSight Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
PRCT,PROCEPT BioRobotics Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
HLTHQ,Cue Health Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
LUCD,Lucid Diagnostics Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
BEAT,HeartBeam Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
FNA,Paragon 28 Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
UTRS,Minerva Surgical Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
SONX,Sonendo Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
OTCFF,Ocumetics Technology Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
QTI,QT Imaging Holdings Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
BJDX,Bluejay Diagnostics Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
TIVC,Tivic Health Systems Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
NXGL,NEXGEL Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
RTGN,RetinalGenix Technologies Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ZIMV,ZimVie Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
MHUA,Meihua International Medical Technologies Co Ltd,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
ENOV,Enovis Corporation,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
EMBC,Embecta Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
DHAI,DIH Holding US Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
STSS,Sharps Technology Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
TNON,Tenon Medical Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
LUCY,Innovative Eyewear Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
BLCO,Bausch Lomb Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
HSCS,Heart Test Laboratories Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
NXL,Nexalin Technology Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
GEHC,GE HealthCare Technologies Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ZJYL,Jin Medical International Ltd,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
MGRM,Monogram Technologies Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
NRXS,NeurAxis Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
GUTS,Fractyl Health Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
AMIX,Autonomix Medical Inc,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Equipment
SOLV,Solventum Corp,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
WOK,WORK Medical Technology Group Ltd,Common Stock,Health Care,Health Care Equipment & Supplies,Health Care Supplies
COR,Cencora Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
AMN,AMN Healthcare Services Inc.,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
AMBD,American Mobile Dental Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
AMED,Amedisys Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
EPWCF,Empower Clinics Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
AMS,American Shared Hospital Services,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
AXRX,Amexdrug Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
BBAL,New York Health Care Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
CAH,Cardinal Health Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
CCEL,Cryo-Cell International Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
CCRN,Cross Country Healthcare Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
CHE,Chemed Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
CI,The Cigna Group,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
CNC,Centene Corp,Common Stock,Health Care,Health Care Providers & Services,Managed Health Care
SNDA,Sonida Senior Living Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
CVS,CVS Health Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
CYH,Community Health Systems Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
BIMI,BIMI Holdings Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
DGX,Quest Diagnostics Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
DVA,DaVita Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
ENZ,Enzo Biochem Inc.,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
ERUC,ER Urgent Care Holdings Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
PHMB,PharmaCom BioVet Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
SMAS,Somatic Systems Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
HDVY,Health Discovery Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
EHC,Encompass Health Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
HSIC,Henry Schein Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
HUM,Humana Inc.,Common Stock,Health Care,Health Care Providers & Services,Managed Health Care
LH,Labcorp Holdings Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
MCK,McKesson Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
CPYT,CarePayment Technologies Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
OPCH,Option Care Health Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
MOH,Molina Healthcare Inc.,Common Stock,Health Care,Health Care Providers & Services,Managed Health Care
NEO,NeoGenomics Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
NHC,National HealthCare Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
OMI,Owens & Minor Inc.,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
PDCO,Patterson Cos Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
IDXG,Interpace Biosciences Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
PDRX,PD-Rx Pharmaceuticals Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
MD,Pediatrix Medical Group Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
PFHO,Pacific Health Care Organization Inc.,Common Stock,Health Care,Health Care Providers & Services,Managed Health Care
PMD,Psychemedics Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
RDNT,RadNet Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
MODV,ModivCare Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
CLRD,Clearday Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
RMTN,Rocky Mountain Ayre Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
ASTH,Astrana Health Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
SSY,SunLink Health Systems Inc.,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
PRPO,Precipio Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
RNVA,Rennova Health Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
THC,Tenet Healthcare Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
VCII,ViviCells International Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
SGLN,SurgLine International Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
XCRT,Xcelerate Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
UHS,Universal Health Services Inc.,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
UNH,UnitedHealth Group Incorporated,Common Stock,Health Care,Health Care Providers & Services,Managed Health Care
USPH,US Physical Therapy Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
VLXC,Veltex Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
DRWN,A Clean Slate Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
ELV,Elevance Health Inc,Common Stock,Health Care,Health Care Providers & Services,Managed Health Care
ACGI,Amacore Group Inc (The),Common Stock,Health Care,Health Care Providers & Services,Managed Health Care
BNYN,Banyan Corp/OR,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
OTRK,Ontrak Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
LFPI,LifePoint Inc.,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
MSTF,Monarch Staffing Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
OPK,OPKO Health Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
NVOS,Novo Integrated Sciences Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
LHRP,LifeHouse Retirement Properties Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
CRVL,CorVel Corp.,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
BKD,Brookdale Senior Living Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
GNOW,American CareSource Holdings Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
INFU,InfuSystem Holdings Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
HQDA,HQDA Elderly Life Network Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
SKTO,SK3 Group Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
CORBF,Global Cord Blood Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
GENN,Genesis Healthcare Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
DFHL,Dong Fang Hui Le Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
ENSG,Ensign Group Inc (The),Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
FPCG,First Physicians Capital Group Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
VICA,Rafina Innovations Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
CNBI,China BCT Pharmacy Group Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
OCLG,Oncologix Tech Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
ADUS,Addus HomeCare Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
SEM,Select Medical Holdings Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
BICX,BioCorRx Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
CBDS,Cannabis Sativa Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
RCM,R1 RCM INC,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
QEBR,Virtual Medical International Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
COSM,Cosmos Health Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
CANL,CannLabs Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
HCA,HCA Healthcare Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
NUTX,Nutex Health Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
PHRX,Pharmagen Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
FUNI,Hypha Labs Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
ACHC,Acadia Healthcare Co Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
DSOL,Drug Free Solution Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
PFMT,Performant Financial Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
NRC,National Research Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
PINC,Premier Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
HQY,HealthEquity Inc,Common Stock,Health Care,Health Care Providers & Services,Managed Health Care
JYNT,Joint Corp (The),Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
SGRY,Surgery Partners Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
ACBM,Acro Biomedical Co Ltd,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
FLGT,Fulgent Genetics Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
PETQ,PetIQ Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
RHE,Regional Health Properties Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
GMVDF,G Medical Innovations Holdings Ltd,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
KPEA,Kun Peng International Ltd,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
VMD,Viemed Healthcare Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
QIPT,Quipt Home Medical Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
WHTCF,WELL Health Technologies Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
AHCO,AdaptHealth Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
ATPC,Agape ATP Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
GH,Guardant Health Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
GBNHF,Greenbrook TMS Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
BACK,IMAC Holdings Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
TCNAF,TransCanna Holdings Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
SLHGF,Skylight Health Group Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
NVLPF,Nova Leap Health Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
CSTL,Castle Biosciences Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
HIMS,Hims & Hers Health Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
PNTG,Pennant Group Inc (The),Common Stock,Health Care,Health Care Providers & Services,Health Care Services
PGNY,Progyny Inc,Common Stock,Health Care,Health Care Providers & Services,Managed Health Care
TOI,The Oncology Institute Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
ACCD,Accolade Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
CLOV,Clover Health Investments Corp,Common Stock,Health Care,Health Care Providers & Services,Managed Health Care
TALK,Talkspace Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
NNOX,Nano X Imaging Ltd,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
CMAX,CareMax Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
ATIP,ATI Physical Therapy Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
LIFW,MSP Recovery Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
JNHMF,Jack Nathan Medical Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
WGS,GeneDx Holdings Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
BDSX,Biodesix Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
NEWUF,Newtopia Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
ME,23andMe Holding Co,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
VVOS,Vivos Therapeutics Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
DCGO,DocGo Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
KONEF,Wellbeing Digital Sciences Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
INNV,InnovAge Holding Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
ALHC,Alignment Healthcare Inc,Common Stock,Health Care,Health Care Providers & Services,Managed Health Care
PIII,P3 Health Partners Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
AGL,agilon health inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
AVAH,Aveanna Healthcare Holdings Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
PRVA,Privia Health Group Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
AONC,American Oncology Network Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
LFST,LifeStance Health Group Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
ETAOF,ETAO International Co Ltd,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
NEUE,NeueHealth Inc,Common Stock,Health Care,Health Care Providers & Services,Managed Health Care
PRE,Prenetics Global Ltd,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
AIRS,AirSculpt Technologies Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
HWAIF,HEALWELL AI Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
EUDA,EUDA Health Holdings Limited,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
NIVF,NewGenIvf Group Ltd,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
EHAB,Enhabit Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
VRAX,Virax Biolabs Group Ltd,Common Stock,Health Care,Health Care Providers & Services,Health Care Distributors
IVP,Inspire Veterinary Partners Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
AUNA,Auna S A,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
KDLY,Kindly MD Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
SYRA,Syra Health Corp,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
BTSG,BrightSpring Health Services Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
PACS,PACS Group Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
MNDR,Mobile-health Network Solutions,Common Stock,Health Care,Health Care Providers & Services,Health Care Services
ARDT,Ardent Health Partners Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
CON,Concentra Group Holdings Parent Inc,Common Stock,Health Care,Health Care Providers & Services,Health Care Facilities
AADI,Aadi Bioscience Inc,Common Stock,Health Care,Biotechnology,Biotechnology
ABBV,AbbVie Inc,Common Stock,Health Care,Biotechnology,Biotechnology
ABEO,Abeona Therapeutics Inc,Common Stock,Health Care,Biotechnology,Biotechnology
ABOS,Acumen Pharmaceuticals Inc,Common Stock,Health Care,Biotechnology,Biotechnology
