Symbol,Company Name,Security Type,Sector,Industry,Sub-Industry
PRDO,Perdoceo Education Corp,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
CHNUF,China Education Resources Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
GECSF,Global Education Communities Corp,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
CSV,Carriage Services Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
ATGE,Adtalem Global Education Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
ESINQ,ITT Educational Services Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
SPGZ,Spectrum Group International Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
HRB,H&R Block Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
LTRE,Learning Tree International Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
PLWN,Pinelawn Cemetary,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
MHGI,Midnight Holdings Group Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
RGS,Regis Corp,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
TIGE,Tigrent Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
SCI,Service Corp International,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
STRA,Strategic Education Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
QQQFF,Quizam Media Corp,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
UTI,Universal Technical Institute Inc.,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
VCTY,Videolocity International Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
GHC,Graham Holdings Co,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
WW,WW International Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
MMTS,Multi-Media Tutorial Services Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
LINC,Lincoln Educational Services Corp,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
KVIL,Kidville Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
TLGN,Ever Harvest International Group Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
ADD,Color Star Technology Co Ltd,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
APEI,American Public Education Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
LRN,Stride Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
NAUH,National American University Holdings Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
LOPE,Grand Canyon Education Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
ZVOI,Zovio Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
EDMCQ,Education Management Corp,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
XWEL,XWELL Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
ASPU,Aspen Group Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
BFAM,Bright Horizons Family Solutions Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
SCOO,School Specialty Inc.,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
CHGG,Chegg Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
LEAI,Legacy Education Alliance Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
LAUR,Laureate Education Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
OSW,OneSpaWorld Holdings Limited,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
ANVV,Anvia Holdings Corp,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
ADT,ADT Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
YGTYF,SSLJ.com Ltd,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
WAFU,Wah Fu Education Group Ltd,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
FTDR,Frontdoor Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
AFYA,Afya Limited,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
ZCMD,Zhongchao Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
EJH,E-Home Household Service Holdings Ltd,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
CLEU,China Liberal Education Holdings Ltd,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
EDTK,Skillful Craftsman Education Technology Limited,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
VSTA,Vasta Platform Ltd,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
AMST,Amesite Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
NRDY,Nerdy Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
EEIQ,EpicQuest Education Group International Limited,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
BODI,Beachbody Co Inc (The),Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
ALUR,Allurion Technologies Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
COUR,Coursera Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
SDA,SunCar Technology Group Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
MCW,Mister Car Wash Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
DUOL,Duolingo Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
EWCZ,European Wax Center Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
PET,Wag Group Co,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
UDMY,Udemy Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
GNS,Genius Group Ltd,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
MNLXF,MiniLuxe Holding Corp,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
GV,Visionary Holdings Inc,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
GSUN,Golden Sun Health Technology Group Ltd,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
MMA,Alta Global Group Ltd,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
JUNE,Junee Ltd,Common Stock,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
JDZG,JIADE Ltd,Common Stock,Consumer Discretionary,Diversified Consumer Services,Education Services
ARHN,Archon Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
ARKR,Ark Restaurants Corp.,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
BABB,BAB Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
BDL,Flanigan's Enterprises Inc.,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
BJRI,BJ's Restaurants Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
BYD,Boyd Gaming Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
CAGU,Castle Group Inc/UT,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
CAKE,Cheesecake Factory Inc (The),Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
CBRL,Cracker Barrel Old Country Store Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
CCL,Carnival Corporation & Plc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
CHDN,Churchill Downs Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
CHH,Choice Hotels International Inc.,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
CNTY,Century Casinos Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
CORG,Cordia Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
NTGL,NanoTech Gaming Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
DENN,Dennys Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
DPZ,Domino's Pizza Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
DRI,Darden Restaurants Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
EAT,Brinker International Inc.,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
CPHC,Canterbury Park Holding Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
FUN,Six Flags Entertainment Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
GBNW,Global Networks Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
GCFB,Granite City Food & Brewery Ltd,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
GTIM,Good Times Restaurants Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
BCCI,Baristas Coffee Co Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
DIN,Dine Brands Global Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
JACK,Jack in the Box Inc.,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
LTFD,Littlefield Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
JPOTF,Jackpot Digital Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
LVS,Las Vegas Sands Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
MAR,Marriott International Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
MCD,McDonald's Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
MCRI,Monarch Casino & Resort Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
MHGU,Meritage Hospitality Group Inc.,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
MTN,Vail Resorts Inc.,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
SBET,SharpLink Gaming Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
KNBA,Kinbasha Gaming International Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
NATH,Nathan's Famous Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
HAZH,HAZ Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
NROM,Noble Romans Inc.,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
BKNG,Booking Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
FLUT,Flutter Entertainment PLC,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
PENN,PENN Entertainment Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
SQCC,Square Chain Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
PRXIQ,Premier Exhibitions Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
PZZA,Papa John's International Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
RAVE,Rave Restaurant Group Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
RCL,Royal Caribbean Group,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
RICK,RCI Hospitality Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
RRGB,Red Robin Gourmet Burgers Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
SBUX,Starbucks Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
SCRH,Scores Holding Co Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
LNW,Light & Wonder Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
BH,Biglari Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
SWCC,Southwest Casino Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
CRFU,Carefree Group Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
TBTC,Table Trac Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
WEN,Wendy's Co,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
TXRH,Texas Roadhouse Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
UWKI,uWink Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
WYNN,Wynn Resorts Ltd,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
YUM,YUM Brands Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
AMRA,American Racing Capital Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
PJET,Priority Aviation Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
MGM,MGM Resorts International,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
GWYT,Greenway Technology,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
HTRE,H3 Enterprises Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
ULFS,Ultimate Franchise Systems Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
CYZN,CyberZONE Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
CSHEF,China Enterprises Ltd,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
DLII,Dixie Lee Internationall Industries Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
FLL,Full House Resorts Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
ELYS,Elys BMG Group Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
EXPE,Expedia Group Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
GDEN,Golden Entertainment Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
EVRI,Everi Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
CMG,Chipotle Mexican Grill Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
TNL,Travel Plus Leisure Co,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
ROBK,Rotate Black Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
CEXE,Circle Entertainment Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
SWRL,U-Swirl Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
LINUF,LiNiu Technology Group,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
GLXZ,Galaxy Gaming Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
WTKN,Welltek Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
H,Hyatt Hotels Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
GMBL,eSports Entertainment Group Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
MMYT,MakeMyTrip Ltd,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
RIBS,Southern Concepts Restaurant Group Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
ARCO,Arcos Dorados Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
SNGY,Synrgy Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
VAC,Marriott Vacations Worldwide Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
STKS,ONE Group Hospitality Inc (The),Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
CZR,Caesars Entertainment Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
BLITF,i3 Interactive Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
CHUY,Chuy's Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
BLMN,Bloomin' Brands Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
NCLH,Norwegian Cruise Line Holdings Ltd,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
PRKS,United Parks & Resorts Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
NDLS,Noodles & Co,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
LIND,Lindblad Expeditions Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
PBPB,Potbelly Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
HLT,Hilton Worldwide Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
ARMK,Aramark,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
SABR,Sabre Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
LOCO,El Pollo Loco Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
PLAY,Dave & Buster's Entertainment Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
AIOM,Axiom Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
QSR,Restaurant Brands International Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
INSE,Inspired Entertainment Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
SHAK,Shake Shack Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
ITMZF,React Gaming Group Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
IGT,International Game Technology PLC,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
BRAG,Bragg Gaming Group Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
WING,Wingstop Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
DKGH,DKG Capital Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
PLNT,Planet Fitness Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
RRR,Red Rock Resorts Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
ASAPQ,Waitr Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
ALTD,Altitude International Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
YUMC,Yum China Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
HGV,Hilton Grand Vacations Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
YTRA,Yatra Online Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
PLYA,Playa Hotels & Resorts N.V.,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
ACEL,Accel Entertainment Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
DESP,Despegar.com Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
FAT,FAT Brands Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
AGAE,Allied Gaming & Entertainment Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
GAN,GAN Ltd,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
AGS,PlayAGS Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
IPIC,iPic Entertainment Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
TH,Target Hospitality Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
HOFV,Hall of Fame Resort & Entertainment Co,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
BH/A,Biglari Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
WH,Wyndham Hotels & Resorts Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
LTRY,Lottery com Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
VIVC,Vivic Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
BALY,Ballys Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
DKNG,DraftKings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
KRUS,Kura Sushi USA Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
RSI,Rush Street Interactive Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
FUNFF,FansUnite Entertainment Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
BTBD,BT Brands Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
AMHGQ,Amergent Hospitality Group Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
GENI,Genius Sports Ltd,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
GBTG,Global Business Travel Group Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
SGHC,Super Group (SGHC) Ltd,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
ABNB,Airbnb Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
DASH,DoorDash Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
CDRO,Codere Online Luxembourg SA,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
ISPO,Inspirato Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
THCH,TH International Limited,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
SOND,Sonder Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
MOND,Mondee Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
SLNAF,Selina Hospitality PLC,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
VCSA,Vacasa Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
BOWL,Bowlero Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
DNUT,Krispy Kreme Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
SHCO,Soho House & Co Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
FXLV,F45 Training Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
XPOF,Xponential Fitness Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
FATBB,FAT Brands Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
SRAD,Sportradar Group AG,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
BROS,Dutch Bros Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
FWRG,First Watch Restaurant Group Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
LTH,Life Time Group Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
PTLO,Portillos Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
RVLCF,Rivalry Corp,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
SG,Sweetgreen Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
PNST,Pinstripes Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
YOSH,Yoshiharu Global Co,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
GDHG,Golden Heaven Group Holdings Ltd,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities
CAVA,CAVA Group Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
GENK,GEN Restaurant Group Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
NSBBF,NorthStar Gaming Holdings Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
SERV,Serve Robotics Inc,Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
