Symbol,Company Name,Security Type,Sector,Industry,Sub-Industry
BP,BP plc,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
CGGYY,Viridien Societe anonyme,Depository Receipt,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
E,Eni SpA,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
LUKFY,PJSC LUKOIL,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
LUKOY,PJSC LUKOIL,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
MGYOY,MOL Hungarian Oil and Gas PLC,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
OMVKY,OMV Aktiengesellschaft,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
PBR,Petroleo Brasileiro S.A.- Petrobras,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
PBR/A,Petroleo Brasileiro S.A.- Petrobras,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
PEXNY,PTT Exploration and Production Public Co Ltd,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
REPYY,Repsol SA,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
SUBCY,Subsea 7 S.A.,Depository Receipt,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
EQNR,Equinor ASA,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
SSLZY,Santos Ltd,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
TGS,Transportadora de Gas del Sur SA,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
GTMAY,Grupo TMM SAB,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
TTE,TotalEnergies SE,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
TS,Tenaris SA,Depository Receipt,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
UGP,Ultrapar Participacoes SA,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
WDS,Woodside Energy Group Ltd,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
YPF,Ypf Sociedad Anonima Yacimientos Petroliferos Fisc,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
YZCAY,Yankuang Energy Group Company Limited,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
RLNIY,Reliance Industries Ltd,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
CCOZY,China Coal Energy Company,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
EC,Ecopetrol SA,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
SBFFY,SBM Offshore NV,Depository Receipt,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
CSUAY,China Shenhua Energy Co Ltd,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
IPXHY,Inpex Corp,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
VLOWY,Vallourec SA,Depository Receipt,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
CRNCY,Capricorn Energy PLC,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
NTOIY,Neste OYJ,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
GLPEY,Galp Energia SGPS SA,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
SAPMY,Saipem SpA,Depository Receipt,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
CTXAY,Ampol Ltd,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
VOPKY,Koninklijke Vopak NV,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
PUTKY,PT United Tractors TBK,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
TUWOY,"Tullow Oil PLC, London",Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
OAOFY,Tatneft PJSC,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
HNTIY,Hunting PLC,Depository Receipt,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
POFCY,Petrofac Ltd,Depository Receipt,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
VIST,Vista Energy SAB de CV,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
DELKY,Delek Group Ltd,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
THNPY,Technip Energies,Depository Receipt,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
CSAN,Cosan SA,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
SHEL,Shell Plc,Depository Receipt,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
ABBNY,ABB Ltd,Depository Receipt,Industrials,Electrical Equipment,Electrical Components & Equipment
ADERY,Aida Engineering Ltd,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
AFLYY,Air France KLM SA,Depository Receipt,Industrials,Passenger Airlines,Passenger Airlines
AMDLY,Amada Co Ltd,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
ARCAY,"Arcadis NV, Arnhem",Depository Receipt,Industrials,Professional Services,Research & Consulting Services
ASGLY,AGC Inc,Depository Receipt,Industrials,Building Products,Building Products
ASR,Grupo Aeroportuario del Sureste SAB de CV,Depository Receipt,Industrials,Transportation Infrastructure,Airport Services
ATLCY,Atlas Copco AB,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
ATLKY,Atlas Copco AB,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
BAESY,BAE Systems PLC,Depository Receipt,Industrials,Aerospace & Defense,Aerospace & Defense
BRRAY,Barloworld Ltd,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
BDVSY,Bidvest Group Ltd,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
CMSQY,Computershare Ltd Cpu,Depository Receipt,Industrials,Professional Services,Data Processing & Outsourced Services
CPCAY,Cathay Pacific Airways Ltd,Depository Receipt,Industrials,Passenger Airlines,Passenger Airlines
CTPCY,CITIC Ltd,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
DLAKY,Deutsche Lufthansa AG,Depository Receipt,Industrials,Passenger Airlines,Passenger Airlines
DNPLY,Dai Nippon Printing Co Ltd,Depository Receipt,Industrials,Commercial Services & Supplies,Commercial Printing
ERJ,Embraer SA,Depository Receipt,Industrials,Aerospace & Defense,Aerospace & Defense
GOLLQ,Gol Linhas Aereas Inteligentes SA,Depository Receipt,Industrials,Passenger Airlines,Passenger Airlines
PUODY,Promotora y Operadora de Infraestructura S A B de ,Depository Receipt,Industrials,Transportation Infrastructure,Highways & Railtracks
HINOY,Hino Motors Ltd,Depository Receipt,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment
HTHIY,Hitachi Ltd,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
ITOCY,Itochu Corp,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
JCYGY,Jardine Cycle & Carriage Ltd,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
JMHLY,Jardine Matheson Holdings Ltd,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
JPSWY,Japan Steel Works Ltd,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
KAJMY,Kajima Corp,Depository Receipt,Industrials,Construction & Engineering,Construction & Engineering
KMTUY,Komatsu Ltd,Depository Receipt,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment
KPELY,Keppel Ltd,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
KUBTY,Kubota Corp,Depository Receipt,Industrials,Machinery,Agricultural & Farm Machinery
KWHIY,Kawasaki Heavy Industries Ltd,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
LTORY,Larsen And Toubro Ltd,Depository Receipt,Industrials,Construction & Engineering,Construction & Engineering
LTOUF,Larsen And Toubro Ltd,Depository Receipt,Industrials,Construction & Engineering,Construction & Engineering
MARUY,Marubeni Corp,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
MIELY,Mitsubishi Electric Corp,Depository Receipt,Industrials,Electrical Equipment,Heavy Electrical Equipment
MITSY,Mitsui & Co Ltd,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
MKTAY,Makita Corp,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
MYLUY,Malayan United Industries BHD,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
NJDCY,Nidec Corp,Depository Receipt,Industrials,Electrical Equipment,Electrical Components & Equipment
NPSKY,Nsk Ltd,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
RTO,Rentokil Initial PLC,Depository Receipt,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
RELX,RELX PLC,Depository Receipt,Industrials,Professional Services,Research & Consulting Services
RYAAY,Ryanair Holdings PLC,Depository Receipt,Industrials,Passenger Airlines,Passenger Airlines
RYCEY,Rolls Royce Holdings PLC,Depository Receipt,Industrials,Aerospace & Defense,Aerospace & Defense
SDVKY,Sandvik AB (publ),Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
SGSOY,SGS Sa,Depository Receipt,Industrials,Professional Services,Research & Consulting Services
SIEGY,Siemens AG,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
SKFRY,Svenska Kullagerfabriken Skf AB,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
SOMLY,Secom Co Ltd,Depository Receipt,Industrials,Commercial Services & Supplies,Security & Alarm Services
SSUMY,Sumitomo Corp,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
SWRAY,Swire Pacific Ltd,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
SWRBY,Swire Pacific Ltd,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
THLLY,Thales SA,Depository Receipt,Industrials,Aerospace & Defense,Aerospace & Defense
TISCY,Taisei Corp,Depository Receipt,Industrials,Construction & Engineering,Construction & Engineering
TMRAY,Tomra Systems ASA,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
TOPPY,TOPPAN Holdings Inc,Depository Receipt,Industrials,Commercial Services & Supplies,Commercial Printing
TTNDY,Techtronic Industries Co Ltd,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
VCISY,Vinci SA,Depository Receipt,Industrials,Construction & Engineering,Construction & Engineering
WTKWY,Wolters Kluwer NV,Depository Receipt,Industrials,Professional Services,Research & Consulting Services
EXPGY,Experian Plc,Depository Receipt,Industrials,Professional Services,Research & Consulting Services
PAC,Grupo Aeroportuario Del Pacifico SA,Depository Receipt,Industrials,Transportation Infrastructure,Airport Services
NPNYY,Nippon Yusen Kabushiki Kaisha,Depository Receipt,Industrials,Marine Transportation,Marine Transportation
HSQVY,Husqvarna AB,Depository Receipt,Industrials,Machinery,Agricultural & Farm Machinery
AIRYY,Air China Ltd,Depository Receipt,Industrials,Passenger Airlines,Passenger Airlines
EADSY,Airbus SE,Depository Receipt,Industrials,Aerospace & Defense,Aerospace & Defense
CJPRY,Central Japan Railway Corp,Depository Receipt,Industrials,Ground Transportation,Rail Transportation
OMAB,Grupo Aeroportuario del Centro Norte SAB de CV,Depository Receipt,Industrials,Transportation Infrastructure,Airport Services
VWDRY,Vestas Wind Systems A/S,Depository Receipt,Industrials,Electrical Equipment,Heavy Electrical Equipment
BZLFY,Bunzl PLC,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
SAFRY,Safran SA,Depository Receipt,Industrials,Aerospace & Defense,Aerospace & Defense
SOL,Emeren Group Ltd,Depository Receipt,Industrials,Construction & Engineering,Construction & Engineering
GLTIL,Globaltrans Investment PLC,Depository Receipt,Industrials,Ground Transportation,Rail Transportation
SBGSY,Schneider Electric S E,Depository Receipt,Industrials,Electrical Equipment,Electrical Components & Equipment
WJRYY,West Japan Railway Company,Depository Receipt,Industrials,Ground Transportation,Rail Transportation
EJPRY,East Japan Railway Co,Depository Receipt,Industrials,Ground Transportation,Rail Transportation
ASAZY,Assa Abloy AB,Depository Receipt,Industrials,Building Products,Building Products
TYIDY,Toyota Industries Corp,Depository Receipt,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment
FLIDY,FLSmidth & Co AS,Depository Receipt,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment
SMGZY,Smiths Group PLC,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
AHEXY,Adecco Group AG,Depository Receipt,Industrials,Professional Services,Human Resource & Employment Services
BICEY,Societe BIC SA,Depository Receipt,Industrials,Commercial Services & Supplies,Office Services & Supplies
BJCHY,Beijing Capital International Airport Co Ltd,Depository Receipt,Industrials,Transportation Infrastructure,Airport Services
CHYCY,Chiyoda Corp,Depository Receipt,Industrials,Construction & Engineering,Construction & Engineering
DHLGY,Deutsche Post AG,Depository Receipt,Industrials,Air Freight & Logistics,Air Freight & Logistics
FANUY,Fanuc Corp,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
IKTSY,"Intertek Group PLC, London",Depository Receipt,Industrials,Professional Services,Research & Consulting Services
JGCCY,JGC Holdings Corp,Depository Receipt,Industrials,Construction & Engineering,Construction & Engineering
JSGRY,LIXIL Corporation,Depository Receipt,Industrials,Building Products,Building Products
KHOLY,Koc Holding AS,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
MSLOY,Mitsui OSK Lines Ltd,Depository Receipt,Industrials,Marine Transportation,Marine Transportation
MTUAY,MTU Aero Engines AG,Depository Receipt,Industrials,Aerospace & Defense,Aerospace & Defense
SOHVY,Sumitomo Heavy Industries Ltd,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
THKLY,Thk Co Ltd,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
CHSTY,China High Speed Transmission Equipment Group Co,Depository Receipt,Industrials,Electrical Equipment,Heavy Electrical Equipment
ALSMY,Alstom,Depository Receipt,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment
BXBLY,Brambles Ltd,Depository Receipt,Industrials,Commercial Services & Supplies,Diversified Support Services
FGROY,Firstgroup PLC,Depository Receipt,Industrials,Ground Transportation,Rail Transportation
KNYJY,Kone OYJ,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
OUKPY,Metso Oyj,Depository Receipt,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment
RANJY,Randstad NV,Depository Receipt,Industrials,Professional Services,Human Resource & Employment Services
ALFVY,Alfa Laval AB publ,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
SKBSY,Skanska AB,Depository Receipt,Industrials,Construction & Engineering,Construction & Engineering
DKILY,Daikin Industries Ltd,Depository Receipt,Industrials,Building Products,Building Products
FINMY,Leonardo SPA,Depository Receipt,Industrials,Aerospace & Defense,Aerospace & Defense
PRYMY,Prysmian SPA,Depository Receipt,Industrials,Electrical Equipment,Electrical Components & Equipment
KGSPY,Kingspan Group PLC,Depository Receipt,Industrials,Building Products,Building Products
TKFHY,Tekfen Holding Co Inc,Depository Receipt,Industrials,Construction & Engineering,Construction & Engineering
ACSAY,ACS Actividades de Construccion y Servicios SA,Depository Receipt,Industrials,Construction & Engineering,Construction & Engineering
AUKNY,Auckland International Airport Ltd,Depository Receipt,Industrials,Transportation Infrastructure,Airport Services
FOSUY,Fosun International Ltd,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
FELTY,Fuji Electric Co Ltd,Depository Receipt,Industrials,Electrical Equipment,Electrical Components & Equipment
NOBGY,Noble Group Ltd,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
CDGLY,Comfortdelgro Corporation Ltd,Depository Receipt,Industrials,Ground Transportation,Passenger Ground Transportation
SGGKY,Singapore Technologies Engineering Ltd,Depository Receipt,Industrials,Aerospace & Defense,Aerospace & Defense
FPRUY,Fraport AG,Depository Receipt,Industrials,Transportation Infrastructure,Airport Services
DSDVY,DSV A/S,Depository Receipt,Industrials,Air Freight & Logistics,Air Freight & Logistics
WYGPY,Worley Ltd,Depository Receipt,Industrials,Construction & Engineering,Construction & Engineering
CODYY,Compagnie de Saint Gobain S A,Depository Receipt,Industrials,Building Products,Building Products
RNMBY,Rheinmetall AG,Depository Receipt,Industrials,Aerospace & Defense,Aerospace & Defense
SINGY,Singapore Airlines Ltd,Depository Receipt,Industrials,Passenger Airlines,Passenger Airlines
TLPFY,Teleperformance,Depository Receipt,Industrials,Professional Services,Data Processing & Outsourced Services
BOUYY,Bouygues SA,Depository Receipt,Industrials,Construction & Engineering,Construction & Engineering
KHNGY,"Kuehne & Nagel International Ag, Schindellegi",Depository Receipt,Industrials,Marine Transportation,Marine Transportation
DLUEY,De La Rue PLC (New),Depository Receipt,Industrials,Commercial Services & Supplies,Commercial Printing
TJIPY,Tianjin Port Development Holdings,Depository Receipt,Industrials,Transportation Infrastructure,Marine Ports & Services
SCGPY,Serco Group PLC,Depository Receipt,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
NXPGY,Mobico Group Plc,Depository Receipt,Industrials,Ground Transportation,Passenger Ground Transportation
PTAIY,PT Astra International TBK,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
ESYJY,easyJet Plc,Depository Receipt,Industrials,Passenger Airlines,Passenger Airlines
GBERY,"Geberit AG, Jona",Depository Receipt,Industrials,Building Products,Building Products
CMGMY,Chemring Group PLC,Depository Receipt,Industrials,Aerospace & Defense,Aerospace & Defense
XYIGY,Xinyi Glass Holdings Ltd,Depository Receipt,Industrials,Building Products,Building Products
ICAGY,International Consolidated Airlines Group SA,Depository Receipt,Industrials,Passenger Airlines,Passenger Airlines
MITFY,Mitie Group PLC,Depository Receipt,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
ASHTY,Ashtead Group PLC,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
SPXSY,Spirax Group plc,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
DPMAY,Diploma PLC,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
AMKBY,A.P. Moller - Maersk A/S,Depository Receipt,Industrials,Marine Transportation,Marine Transportation
BNTGY,Brenntag SE,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
WEGRY,Weir Group PLC,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
FLGZY,Flughafen Zuerich AG,Depository Receipt,Industrials,Transportation Infrastructure,Airport Services
ZLIOY,Zoomlion Heavy Industry Science and Technology Co ,Depository Receipt,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment
AIPUY,Airports of Thailand Pcl,Depository Receipt,Industrials,Transportation Infrastructure,Airport Services
LZRFY,Localiza Rent A Car SA,Depository Receipt,Industrials,Ground Transportation,Passenger Ground Transportation
RXEEY,Rexel SA,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
ALGGY,Alliance Global Group Inc,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
YASKY,Yaskawa Electric Corp,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
HWDJY,Howden Joinery Group Plc,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
ITJTY,Intrum Justitia AB,Depository Receipt,Industrials,Commercial Services & Supplies,Diversified Support Services
MONOY,Monotaro Co Ltd,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
VLRS,Controladora Vuela Compania de Aviacion SA de CV,Depository Receipt,Industrials,Passenger Airlines,Passenger Airlines
SMCAY,Smc Corp,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
VJTTY,voxeljet AG,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
ROYMY,International Distributions Services plc,Depository Receipt,Industrials,Air Freight & Logistics,Air Freight & Logistics
QABSY,Qantas Airways Ltd,Depository Receipt,Industrials,Passenger Airlines,Passenger Airlines
PKCOY,Park 24 Co Ltd,Depository Receipt,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
OSAGY,Osram Licht AG,Depository Receipt,Industrials,Electrical Equipment,Electrical Components & Equipment
LGRDY,Legrand,Depository Receipt,Industrials,Electrical Equipment,Electrical Components & Equipment
CKHUY,CK Hutchison Holdings Ltd,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
KIGRY,KION GROUP AG,Depository Receipt,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment
NRXXY,Nordex SE,Depository Receipt,Industrials,Electrical Equipment,Heavy Electrical Equipment
HPGLY,Hapag-Lloyd AG,Depository Receipt,Industrials,Marine Transportation,Marine Transportation
VLVLY,Volvo AB,Depository Receipt,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment
ZTO,ZTO Express (Cayman) Inc,Depository Receipt,Industrials,Air Freight & Logistics,Air Freight & Logistics
MTCPY,MTR Corp Ltd,Depository Receipt,Industrials,Ground Transportation,Rail Transportation
AZUL,Azul SA,Depository Receipt,Industrials,Passenger Airlines,Passenger Airlines
SOS,SOS Limited,Depository Receipt,Industrials,Professional Services,Research & Consulting Services
RCRUY,Recruit Holdings Co Ltd,Depository Receipt,Industrials,Professional Services,Human Resource & Employment Services
PHPPY,Signify NV,Depository Receipt,Industrials,Electrical Equipment,Electrical Components & Equipment
BEST,BEST Inc,Depository Receipt,Industrials,Air Freight & Logistics,Air Freight & Logistics
WZZZY,Wizz Air Holdings Plc,Depository Receipt,Industrials,Passenger Airlines,Passenger Airlines
PSTNY,PostNL NV,Depository Receipt,Industrials,Air Freight & Logistics,Air Freight & Logistics
TCCPY,TechnoPro Holdings Inc,Depository Receipt,Industrials,Professional Services,Human Resource & Employment Services
EPOKY,Epiroc AB,Depository Receipt,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment
NLLSY,NEL ASA,Depository Receipt,Industrials,Electrical Equipment,Heavy Electrical Equipment
KNRRY,Knorr-Bremse Aktiengesellschaft,Depository Receipt,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment
SAABY,Saab AB (publ),Depository Receipt,Industrials,Aerospace & Defense,Aerospace & Defense
GLTVF,Globaltrans Investment PLC,Depository Receipt,Industrials,Ground Transportation,Rail Transportation
EH,EHang Holdings Limited,Depository Receipt,Industrials,Aerospace & Defense,Aerospace & Defense
MKDTY,Molecular Data Inc,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
QH,Quhuo Limited,Depository Receipt,Industrials,Commercial Services & Supplies,Diversified Support Services
MTSUY,Mitsubishi Corp,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
GRFX,Graphex Group Limited,Depository Receipt,Industrials,Professional Services,Research & Consulting Services
SMNEY,Siemens Energy AG,Depository Receipt,Industrials,Electrical Equipment,Heavy Electrical Equipment
YMM,Full Truck Alliance Co Ltd,Depository Receipt,Industrials,Ground Transportation,Cargo Ground Transportation
DIDIY,Didi Global Inc,Depository Receipt,Industrials,Ground Transportation,Passenger Ground Transportation
MYNA,Mynaric AG,Depository Receipt,Industrials,Aerospace & Defense,Aerospace & Defense
DTRUY,Daimler Truck Holding AG,Depository Receipt,Industrials,Machinery,Construction Machinery & Heavy Transportation Equipment
ACLLY,Accelleron Industries AG,Depository Receipt,Industrials,Electrical Equipment,Heavy Electrical Equipment
GTLS/PB,Chart Industries Inc,Depository Receipt,Industrials,Machinery,Industrial Machinery & Supplies & Components
LFCBY,Lifco AB,Depository Receipt,Industrials,Industrial Conglomerates,Industrial Conglomerates
CHNEY,China Eastern Airlines Corporation Limited,Depository Receipt,Industrials,Passenger Airlines,Passenger Airlines
ELWS,Earlyworks Co Ltd,Depository Receipt,Industrials,Professional Services,Research & Consulting Services
TURB,Turbo Energy SA,Depository Receipt,Industrials,Electrical Equipment,Electrical Components & Equipment
PXDT,Pixie Dust Technologies Inc,Depository Receipt,Industrials,Professional Services,Research & Consulting Services
CDLR,Cadeler A/S,Depository Receipt,Industrials,Construction & Engineering,Construction & Engineering
ZKH,ZKH Group Ltd,Depository Receipt,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
BLFBY,Balfour Beatty PLC,Depository Receipt,Industrials,Construction & Engineering,Construction & Engineering
LTM,LATAM Airlines Group SA,Depository Receipt,Industrials,Passenger Airlines,Passenger Airlines
XCH,XCHG Ltd,Depository Receipt,Industrials,Electrical Equipment,Electrical Components & Equipment
ANGPY,Anglo American Platinum Ltd,Depository Receipt,Materials,Metals & Mining,Precious Metals & Minerals
NGLOY,Anglo American PLC,Depository Receipt,Materials,Metals & Mining,Diversified Metals & Mining
AHKSY,Asahi Kasei Corp,Depository Receipt,Materials,Chemicals,Commodity Chemicals
AIQUY,L'Air Liquide SA,Depository Receipt,Materials,Chemicals,Industrial Gases
AKZOY,Akzo Nobel NV,Depository Receipt,Materials,Chemicals,Specialty Chemicals
BAK,Braskem SA,Depository Receipt,Materials,Chemicals,Commodity Chemicals
BASFY,BASF SE,Depository Receipt,Materials,Chemicals,Diversified Chemicals
BHP,BHP Group Ltd,Depository Receipt,Materials,Metals & Mining,Diversified Metals & Mining
BVN,Compania De Minas Buenaventura SAA,Depository Receipt,Materials,Metals & Mining,Gold
CX,CEMEX SAB de CV,Depository Receipt,Materials,Construction Materials,Construction Materials
DRD,DRDGold Ltd,Depository Receipt,Materials,Metals & Mining,Gold
GFI,Gold Fields Ltd,Depository Receipt,Materials,Metals & Mining,Gold
GGB,Gerdau SA,Depository Receipt,Materials,Metals & Mining,Steel
HMY,Harmony Gold Mining Co Ltd,Depository Receipt,Materials,Metals & Mining,Gold
IMPUY,Impala Platinum Holdings Ltd,Depository Receipt,Materials,Metals & Mining,Precious Metals & Minerals
JHX,James Hardie Industries Plc,Depository Receipt,Materials,Construction Materials,Construction Materials
JMPLY,Johnson Matthey PLC,Depository Receipt,Materials,Chemicals,Specialty Chemicals
KLBAY,"Klabin SA, Brasil",Depository Receipt,Materials,Containers & Packaging,Paper & Plastic Packaging Products & Materials
MT,Arcelormittal,Depository Receipt,Materials,Metals & Mining,Steel
NDEKY,Nitto Denko Corp,Depository Receipt,Materials,Chemicals,Specialty Chemicals
NHYDY,Norsk Hydro ASA,Depository Receipt,Materials,Metals & Mining,Aluminum
NPSCY,Nippon Steel Corp,Depository Receipt,Materials,Metals & Mining,Steel
NVZMY,Novonesis A/S,Depository Receipt,Materials,Chemicals,Specialty Chemicals
OJIPY,Oji Holdings Corp,Depository Receipt,Materials,Paper & Forest Products,Paper Products
PKX,POSCO Holdings Inc,Depository Receipt,Materials,Metals & Mining,Steel
VALE,Vale SA,Depository Receipt,Materials,Metals & Mining,Steel
RIO,Rio Tinto Group,Depository Receipt,Materials,Metals & Mining,Diversified Metals & Mining
SEOAY,Stora Enso Oyj,Depository Receipt,Materials,Paper & Forest Products,Paper Products
