Symbol,Company Name,Security Type,Sector,Industry,Sub-Industry
DASTY,Dassault Systemes SE,Depository Receipt,Information Technology,Software,Application Software
DLEXY,Datalex PLC,Depository Receipt,Information Technology,Software,Application Software
ERIC,Telefonaktiebolaget LM Ericsson (publ),Depository Receipt,Information Technology,Communications Equipment,Communications Equipment
FJTSY,Fujitsu Ltd,Depository Receipt,Information Technology,IT Services,IT Consulting & Other Services
FORTY,Formula Systems (1985) Ltd,Depository Receipt,Information Technology,IT Services,IT Consulting & Other Services
FUJIY,Fujifilm Holdings Corp,Depository Receipt,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
HNHAY,Hon Hai Precision Industry Co Ltd,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
HNHPF,Hon Hai Precision Industry Co Ltd,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
IFNNY,Infineon Technologies AG,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
IMOS,Chipmos Technologies Inc,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
INFY,Infosys Ltd,Depository Receipt,Information Technology,IT Services,IT Consulting & Other Services
KYOCY,Kyocera Corp,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
LNVGY,Lenovo Group Ltd,Depository Receipt,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
LPL,LG Display Co Ltd,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
NCTY,The9 Ltd,Depository Receipt,Information Technology,Software,Application Software
RNECY,Renesas Electronics Corporation,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
NICE,NICE Ltd,Depository Receipt,Information Technology,Software,Application Software
NOK,Nokia OYJ,Depository Receipt,Information Technology,Communications Equipment,Communications Equipment
OMRNY,Omron Corp,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
RICOY,Ricoh Co Ltd,Depository Receipt,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
SAP,SAP SE,Depository Receipt,Information Technology,Software,Application Software
SEKEY,Seiko Epson Corp,Depository Receipt,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
SGPYY,Sage Group PLC,Depository Receipt,Information Technology,Software,Application Software
SPMYY,Spirent Communications,Depository Receipt,Information Technology,Communications Equipment,Communications Equipment
STM,STMicroelectronics NV,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
TTDKY,TDK Corporation,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
TMICY,Trend Micro Inc,Depository Receipt,Information Technology,Software,Systems Software
TSM,Taiwan Semiconductor Manufacturing Co Ltd,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
UMC,United Microelectronics Corp,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
WIT,Wipro Ltd,Depository Receipt,Information Technology,IT Services,IT Consulting & Other Services
SSNHZ,Samsung Electronics Co Ltd,Depository Receipt,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
SIMO,Silicon Motion Technology Corp,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
HIMX,Himax Technologies Inc,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
NRILY,Nomura Research Institute Ltd,Depository Receipt,Information Technology,IT Services,IT Consulting & Other Services
SUOPY,Sumco Corp,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment
AEXAY,Atos SE,Depository Receipt,Information Technology,IT Services,IT Consulting & Other Services
NTDTY,NTT DATA Group Corporation,Depository Receipt,Information Technology,IT Services,IT Consulting & Other Services
ROHCY,ROHM Co Ltd,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
AACAY,AAC Technologies Holdings Inc,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
RNWEY,REC Silicon ASA,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment
ISMAY,"Indra Sistemas SA, Madrid",Depository Receipt,Information Technology,IT Services,IT Consulting & Other Services
KNCAY,Konica Minolta Inc,Depository Receipt,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
TOELY,Tokyo Electron Ltd,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment
MRAAY,Murata Manufacturing Co Ltd,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
FXCNY,FIH Mobile Limited,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
JKS,JinkoSolar Holding Co Ltd,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
DQ,Daqo New Energy Corp,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment
ASMIY,ASM International NV,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment
VTKLY,VTech Holdings Ltd,Depository Receipt,Information Technology,Communications Equipment,Communications Equipment
SQNS,Sequans Communications SA,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
VNET,VNET Group Inc,Depository Receipt,Information Technology,IT Services,Internet Services & Infrastructure
MTBLY,Moatable Inc,Depository Receipt,Information Technology,Software,Application Software
TMSNY,Temenos AG,Depository Receipt,Information Technology,Software,Application Software
HXGBY,Hexagon AB,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
EVSBY,Evs Broadcast Equipment SA,Depository Receipt,Information Technology,Communications Equipment,Communications Equipment
BTCM,BIT Mining Ltd,Depository Receipt,Information Technology,Software,Application Software
DTTLY,Datatec Ltd,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Technology Distributors
SOTGY,Sunny Optical Technology Group Co Ltd,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
CMCM,Cheetah Mobile Inc,Depository Receipt,Information Technology,Software,Application Software
XNET,Xunlei Ltd,Depository Receipt,Information Technology,Software,Application Software
MTLS,Materialise NV,Depository Receipt,Information Technology,Software,Application Software
ENMPY,Ensurge Micropower ASA,Depository Receipt,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
NNDM,Nano Dimension Ltd,Depository Receipt,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
AMSSY,ams-OSRAM AG,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
GDS,GDS Holdings Limited,Depository Receipt,Information Technology,IT Services,Internet Services & Infrastructure
ALAR,Alarum Technologies Ltd,Depository Receipt,Information Technology,Software,Systems Software
AIIXY,Aixtron SE,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment
ZEPP,Zepp Health Corp,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
HALMY,Halma PLC,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
ASX,Ase Technology Holdings Co,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
WKEY,Wisekey International Holding Ltd,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
OPRA,Opera Limited,Depository Receipt,Information Technology,Software,Application Software
JG,Aurora Mobile Ltd,Depository Receipt,Information Technology,Software,Application Software
DAVA,Endava plc,Depository Receipt,Information Technology,IT Services,IT Consulting & Other Services
XIACY,Xiaomi Corporation,Depository Receipt,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
CTKYY,CooTek (Cayman) Inc,Depository Receipt,Information Technology,Software,Application Software
CAN,Canaan Inc,Depository Receipt,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
OCFT,OneConnect Financial Technology Co Ltd,Depository Receipt,Information Technology,Software,Application Software
KYYWY,Keywords Studios Plc,Depository Receipt,Information Technology,IT Services,IT Consulting & Other Services
TMVWY,TeamViewer SE,Depository Receipt,Information Technology,Software,Application Software
KC,Kingsoft Cloud Holdings Limited,Depository Receipt,Information Technology,IT Services,Internet Services & Infrastructure
API,Agora Inc,Depository Receipt,Information Technology,Software,Application Software
VIAOY,VIA optronics AG,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
RAASY,Cloopen Group Holding Ltd,Depository Receipt,Information Technology,Software,Application Software
NEMKY,Nemetschek SE,Depository Receipt,Information Technology,Software,Application Software
TUYA,Tuya Inc,Depository Receipt,Information Technology,Software,Application Software
HKD,AMTD Digital Inc,Depository Receipt,Information Technology,Software,Application Software
ARBK,Argo Blockchain Plc,Depository Receipt,Information Technology,Software,Application Software
DRKTY,Darktrace plc,Depository Receipt,Information Technology,Software,Systems Software
NVX,NOVONIX Limited,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
SLTCY,Siltronic AG,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment
SVRE,SaverOne 2014 Ltd,Depository Receipt,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
MOB,Mobilicom Ltd,Depository Receipt,Information Technology,Communications Equipment,Communications Equipment
AIXI,Xiao-I Corp,Depository Receipt,Information Technology,Software,Application Software
ICG,Intchains Group Ltd,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
ARM,Arm Holdings plc,Depository Receipt,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
YXT,YXT.COM Group Holding Ltd,Depository Receipt,Information Technology,Software,Application Software
TDTH,Trident Digital Tech Holdings Ltd,Depository Receipt,Information Technology,IT Services,IT Consulting & Other Services
